Unnamed: 0,collectionsURL,unitCode,EDANurl,title,creditLine,date,identifier,name,notes,objectType,physicalDescription,materials,main_material,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,object_types_list,object_types_norm,object_types_str,canonical_type,action_family,multi_action
6319,https://collections.si.edu/search/detail/edanmdm:nmah_371767,NMAH,edanmdm:nmah_371767,"mitts, pair of","{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.006571"", ""catalog number"": ""006571"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Mitts, Pair of"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nMitts\nHandwear"", ""Other Terms"": ""Mitts, Pair of; Handwear; Accessories Worn on the Body; Female""}",silk (overall material),silk,silk,"{""referenced"": ""United States: Connecticut, Stonington""}",,,"[""1810s""]",,"[""Handwear"", ""Costume accessories worn"", ""Mitts, Pair of; Handwear; Accessories Worn on the Body; Female"", ""Mitts"", ""Mitts, Pair of""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Handwear', 'Costume accessories worn', 'Mitts, Pair of; Handwear; Accessories Worn on the Body; Female', 'Mitts', 'Mitts, Pair of']","['handwear', 'costume accessories worn', 'mitts, pair of; handwear; accessories worn on the body; female', 'mitts', 'mitts, pair of']","['handwear', 'costume accessories worn', 'mitts, pair of; handwear; accessories worn on the body; female', 'mitts', 'mitts, pair of']",mitts,Dress & accessorize,False
6320,https://collections.si.edu/search/detail/edanmdm:nmah_371766,NMAH,edanmdm:nmah_371766,"gloves, pair of","{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.006575"", ""catalog number"": ""006575"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Gloves, Pair of"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nGloves\nHandwear"", ""Other Terms"": ""Gloves, Pair of; Handwear; Accessories Worn on the Body; Female""}",silk (overall material),silk,silk,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1810s""]",,"[""Handwear"", ""Gloves"", ""Costume accessories worn"", ""Gloves, Pair of; Handwear; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Handwear', 'Gloves', 'Costume accessories worn', 'Gloves, Pair of; Handwear; Accessories Worn on the Body; Female']","['handwear', 'gloves', 'costume accessories worn', 'gloves, pair of; handwear; accessories worn on the body; female']","['handwear', 'gloves', 'costume accessories worn', 'gloves, pair of; handwear; accessories worn on the body; female']",gloves,Dress & accessorize,False
6321,https://collections.si.edu/search/detail/edanmdm:nmah_371760,NMAH,edanmdm:nmah_371760,"stockings, pair of","{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1785 - 1795""}","{""ID Number"": ""CS.006550"", ""catalog number"": ""006550"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Stockings, pair of"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nStockings\nFootwear""}",fabric (overall material),,Unknown,"{""Associated Place"": ""United States: Connecticut, Stonington"", ""referenced"": ""United States: Connecticut, Stonington""}",,,"[""1790s""]",,"[""Stockings"", ""Costume accessories worn"", ""Footwear""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Stockings', 'Costume accessories worn', 'Footwear']","['stockings', 'costume accessories worn', 'footwear']","['stockings', 'costume accessories worn', 'footwear']",stockings,Dress & accessorize,False
6322,https://collections.si.edu/search/detail/edanmdm:nmah_371759,NMAH,edanmdm:nmah_371759,"stockings, pair of","{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1785 - 1795""}","{""ID Number"": ""CS.006550A"", ""catalog number"": ""006550A"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Stockings, pair of"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nStockings\nFootwear""}",cotton (overall material),cotton,cotton,"{""Associated Place"": ""United States: Connecticut, Stonington""}",,,"[""1790s""]",,"[""Stockings"", ""Costume accessories worn"", ""Footwear""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Stockings', 'Costume accessories worn', 'Footwear']","['stockings', 'costume accessories worn', 'footwear']","['stockings', 'costume accessories worn', 'footwear']",stockings,Dress & accessorize,False
6323,https://collections.si.edu/search/detail/edanmdm:nmah_371754,NMAH,edanmdm:nmah_371754,"stockings, pair of","{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1790 - 1800""}","{""ID Number"": ""CS.006686E"", ""catalog number"": ""006686E"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Stockings, pair of"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nStockings\nFootwear""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Stockings"", ""Costume accessories worn"", ""Footwear""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Stockings', 'Costume accessories worn', 'Footwear']","['stockings', 'costume accessories worn', 'footwear']","['stockings', 'costume accessories worn', 'footwear']",stockings,Dress & accessorize,False
6324,https://collections.si.edu/search/detail/edanmdm:nmah_371753,NMAH,edanmdm:nmah_371753,stockings,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1790 - 1800""}","{""ID Number"": ""CS.006686D"", ""catalog number"": ""006686D"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Stockings"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nStockings\nFootwear""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Stockings"", ""Costume accessories worn"", ""Footwear""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Stockings', 'Costume accessories worn', 'Footwear']","['stockings', 'costume accessories worn', 'footwear']","['stockings', 'costume accessories worn', 'footwear']",stockings,Dress & accessorize,False
6325,https://collections.si.edu/search/detail/edanmdm:nmah_371750,NMAH,edanmdm:nmah_371750,calash,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1780 - 1800""}","{""ID Number"": ""CS.006641"", ""catalog number"": ""006641"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Calash"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nCalash\nHeadwear"", ""Other Terms"": ""Calash; Headwear; Accessories Worn on the Body; Female""}",silk (overall material),silk,silk,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Calash"", ""Costume accessories worn"", ""Calash; Headwear; Accessories Worn on the Body; Female"", ""Headgear""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Calash', 'Costume accessories worn', 'Calash; Headwear; Accessories Worn on the Body; Female', 'Headgear']","['calash', 'costume accessories worn', 'calash; headwear; accessories worn on the body; female', 'headgear']","['calash', 'costume accessories worn', 'calash; headwear; accessories worn on the body; female', 'headgear']",headgear,Dress & accessorize,False
6326,https://collections.si.edu/search/detail/edanmdm:nmah_371749,NMAH,edanmdm:nmah_371749,cap,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1800""}","{""ID Number"": ""CS.006580"", ""catalog number"": ""006580"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Cap"", ""Other Terms"": ""Cap; Headwear; Accessories Worn on the Body; Female""}",fabric (overall material),,Unknown,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Caps (headgear)"", ""Cap; Headwear; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Caps (headgear)', 'Cap; Headwear; Accessories Worn on the Body; Female']","['caps (headgear)', 'cap; headwear; accessories worn on the body; female']","['caps (headgear)', 'cap; headwear; accessories worn on the body; female']",headgear,Dress & accessorize,False
6327,https://collections.si.edu/search/detail/edanmdm:nmah_371748,NMAH,edanmdm:nmah_371748,cap,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1775 - 1799""}","{""ID Number"": ""CS.006608A"", ""catalog number"": ""006608A"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Cap"", ""Other Terms"": ""Cap; Headwear; Accessories Worn on the Body; Female""}",linen (overall material),linen,linen,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1790s""]",,"[""Caps (headgear)"", ""Cap; Headwear; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Caps (headgear)', 'Cap; Headwear; Accessories Worn on the Body; Female']","['caps (headgear)', 'cap; headwear; accessories worn on the body; female']","['caps (headgear)', 'cap; headwear; accessories worn on the body; female']",headgear,Dress & accessorize,False
6328,https://collections.si.edu/search/detail/edanmdm:nmah_371747,NMAH,edanmdm:nmah_371747,cap,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1780 - 1800""}","{""ID Number"": ""CS.006608"", ""catalog number"": ""006608"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Cap"", ""Other Terms"": ""Cap; Headwear; Accessories Worn on the Body; Female""}",linen (overall material),linen,linen,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Caps (headgear)"", ""Cap; Headwear; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Caps (headgear)', 'Cap; Headwear; Accessories Worn on the Body; Female']","['caps (headgear)', 'cap; headwear; accessories worn on the body; female']","['caps (headgear)', 'cap; headwear; accessories worn on the body; female']",headgear,Dress & accessorize,False
6329,https://collections.si.edu/search/detail/edanmdm:nmah_371745,NMAH,edanmdm:nmah_371745,cap,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.006700B"", ""catalog number"": ""006700B"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Cap"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nCap\nHeadwear"", ""Other Terms"": ""Cap; Headwear; Accessories Worn on the Body; Female""}","cotton (overall material)
linen (overall material)","cotton, linen","cotton, linen","{""used"": ""United States: Connecticut, Stonington""}",,,"[""1810s""]",,"[""Costume accessories worn"", ""Caps (headgear)"", ""Cap; Headwear; Accessories Worn on the Body; Female"", ""Headgear""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Costume accessories worn', 'Caps (headgear)', 'Cap; Headwear; Accessories Worn on the Body; Female', 'Headgear']","['costume accessories worn', 'caps (headgear)', 'cap; headwear; accessories worn on the body; female', 'headgear']","['costume accessories worn', 'caps (headgear)', 'cap; headwear; accessories worn on the body; female', 'headgear']",headgear,Dress & accessorize,False
6330,https://collections.si.edu/search/detail/edanmdm:nmah_371744,NMAH,edanmdm:nmah_371744,cap,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1775 - 1799""}","{""ID Number"": ""CS.006608C"", ""catalog number"": ""006608C"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Cap"", ""Other Terms"": ""Cap; Headwear; Accessories Worn on the Body; Female""}",linen (overall material),linen,linen,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1790s""]",,"[""Caps (headgear)"", ""Cap; Headwear; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Caps (headgear)', 'Cap; Headwear; Accessories Worn on the Body; Female']","['caps (headgear)', 'cap; headwear; accessories worn on the body; female']","['caps (headgear)', 'cap; headwear; accessories worn on the body; female']",headgear,Dress & accessorize,False
6331,https://collections.si.edu/search/detail/edanmdm:nmah_371742,NMAH,edanmdm:nmah_371742,cap,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1775 - 1799""}","{""ID Number"": ""CS.006608D"", ""catalog number"": ""006608D"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Cap"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nCap\nHeadwear"", ""Other Terms"": ""Cap; Headwear; Accessories Worn on the Body; Female""}","cotton (overall material)
linen (overall material)","cotton, linen","cotton, linen","{""used"": ""United States: Connecticut, Stonington""}",,,"[""1790s""]",,"[""Costume accessories worn"", ""Caps (headgear)"", ""Cap; Headwear; Accessories Worn on the Body; Female"", ""Headgear""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Costume accessories worn', 'Caps (headgear)', 'Cap; Headwear; Accessories Worn on the Body; Female', 'Headgear']","['costume accessories worn', 'caps (headgear)', 'cap; headwear; accessories worn on the body; female', 'headgear']","['costume accessories worn', 'caps (headgear)', 'cap; headwear; accessories worn on the body; female', 'headgear']",headgear,Dress & accessorize,False
6332,https://collections.si.edu/search/detail/edanmdm:nmah_371741,NMAH,edanmdm:nmah_371741,cap,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.006609B"", ""catalog number"": ""006609B"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Cap"", ""Other Terms"": ""Cap; Headwear; Accessories Worn on the Body; Female""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1810s""]",,"[""Caps (headgear)"", ""Cap; Headwear; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Caps (headgear)', 'Cap; Headwear; Accessories Worn on the Body; Female']","['caps (headgear)', 'cap; headwear; accessories worn on the body; female']","['caps (headgear)', 'cap; headwear; accessories worn on the body; female']",headgear,Dress & accessorize,False
6333,https://collections.si.edu/search/detail/edanmdm:nmah_371730,NMAH,edanmdm:nmah_371730,veil,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1780 - 1800""}","{""ID Number"": ""CS.006707"", ""catalog number"": ""006707"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Veil"", ""Other Terms"": ""Veil; Headwear; Accessories Worn on the Body; Female""}",cotton (overall material),cotton,cotton,"{""used in"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Veil; Headwear; Accessories Worn on the Body; Female"", ""Veils (headcloths)""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Veil; Headwear; Accessories Worn on the Body; Female', 'Veils (headcloths)']","['veil; headwear; accessories worn on the body; female', 'veils (headcloths)']","['veil; headwear; accessories worn on the body; female', 'veils (headcloths)']",veils,Dress & accessorize,False
6334,https://collections.si.edu/search/detail/edanmdm:nmah_371728,NMAH,edanmdm:nmah_371728,veil,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.006637"", ""catalog number"": ""006637"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Veil"", ""Other Terms"": ""Veil; Headwear; Accessories Worn on the Body; Female; Wedding""}",lace (overall material),,Unknown,"{""used in"": ""United States: Connecticut, Stonington""}",,,"[""1810s""]",,"[""Veil; Headwear; Accessories Worn on the Body; Female; Wedding"", ""Veils (headcloths)""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Veil; Headwear; Accessories Worn on the Body; Female; Wedding', 'Veils (headcloths)']","['veil; headwear; accessories worn on the body; female; wedding', 'veils (headcloths)']","['veil; headwear; accessories worn on the body; female; wedding', 'veils (headcloths)']",veils,Dress & accessorize,False
6335,https://collections.si.edu/search/detail/edanmdm:nmah_371709,NMAH,edanmdm:nmah_371709,neckcloth,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1790 - 1800""}","{""ID Number"": ""CS.006723A"", ""catalog number"": ""006723A"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Neckcloth"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nNeckcloth\nNeckwear"", ""Other Terms"": ""Neckcloth; Neckwear; Accessories Worn on the Body; Female""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Neckcloth; Neckwear; Accessories Worn on the Body; Female"", ""Neckwear"", ""Costume accessories worn"", ""Neckcloth""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Neckcloth; Neckwear; Accessories Worn on the Body; Female', 'Neckwear', 'Costume accessories worn', 'Neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']",neckwear,Dress & accessorize,False
6336,https://collections.si.edu/search/detail/edanmdm:nmah_371707,NMAH,edanmdm:nmah_371707,neckcloth,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1790 - 1805""}","{""ID Number"": ""CS.006524B"", ""catalog number"": ""006524B"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Neckcloth"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nNeckcloth\nNeckwear"", ""Other Terms"": ""Neckcloth; Neckwear; Accessories Worn on the Body; Female""}",cotton (overall material),cotton,cotton,"{""associated place"": ""United States: New England\nUnited States: Connecticut\nUnited States: Connecticut, Stonington""}",,"{""referenced"": ""Cloth""}","[""1800s""]",,"[""Neckcloth; Neckwear; Accessories Worn on the Body; Female"", ""Neckwear"", ""Costume accessories worn"", ""Neckcloth""]","[""United States"", ""New England"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Neckcloth; Neckwear; Accessories Worn on the Body; Female', 'Neckwear', 'Costume accessories worn', 'Neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']",neckwear,Dress & accessorize,False
6337,https://collections.si.edu/search/detail/edanmdm:nmah_371692,NMAH,edanmdm:nmah_371692,neckcloth,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1775 - 1799""}","{""ID Number"": ""CS.006587A"", ""catalog number"": ""006587A"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Neckcloth"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nNeckcloth\nNeckwear"", ""Other Terms"": ""Neckcloth; Neckwear; Accessories Worn on the Body; Female""}",silk (overall material),silk,silk,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1790s""]",,"[""Neckcloth; Neckwear; Accessories Worn on the Body; Female"", ""Neckwear"", ""Costume accessories worn"", ""Neckcloth""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Neckcloth; Neckwear; Accessories Worn on the Body; Female', 'Neckwear', 'Costume accessories worn', 'Neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']",neckwear,Dress & accessorize,False
6338,https://collections.si.edu/search/detail/edanmdm:nmah_371691,NMAH,edanmdm:nmah_371691,neckcloth,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1775 - 1799""}","{""ID Number"": ""CS.006587"", ""catalog number"": ""006587"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Neckcloth"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nNeckcloth\nNeckwear"", ""Other Terms"": ""Neckcloth; Neckwear; Accessories Worn on the Body; Female""}",silk (overall material),silk,silk,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1790s""]",,"[""Neckcloth; Neckwear; Accessories Worn on the Body; Female"", ""Neckwear"", ""Costume accessories worn"", ""Neckcloth""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Neckcloth; Neckwear; Accessories Worn on the Body; Female', 'Neckwear', 'Costume accessories worn', 'Neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']",neckwear,Dress & accessorize,False
6339,https://collections.si.edu/search/detail/edanmdm:nmah_371690,NMAH,edanmdm:nmah_371690,neckcloth,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1795 - 1805""}","{""ID Number"": ""CS.006561"", ""catalog number"": ""006561"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Neckcloth"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nNeckcloth\nNeckwear"", ""Other Terms"": ""Neckcloth; Neckwear; Accessories Worn on the Body; Female""}",silk (overall material),silk,silk,"{""referenced"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Neckcloth; Neckwear; Accessories Worn on the Body; Female"", ""Neckwear"", ""Costume accessories worn"", ""Neckcloth""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Neckcloth; Neckwear; Accessories Worn on the Body; Female', 'Neckwear', 'Costume accessories worn', 'Neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']",neckwear,Dress & accessorize,False
6340,https://collections.si.edu/search/detail/edanmdm:nmah_371689,NMAH,edanmdm:nmah_371689,neckcloth,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1795 - 1805""}","{""ID Number"": ""CS.006563"", ""catalog number"": ""006563"", ""accession number"": ""28810""}","{""Associated Name"": ""Copp, John Brenton""}","{""Location"": ""Currently not on view""}","{""Object Name"": ""Neckcloth"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nNeckcloth\nNeckwear"", ""Other Terms"": ""Neckcloth; Neckwear; Accessories Worn on the Body; Female""}",silk (overall material),silk,silk,"{""referenced"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]","[""Copp, John Brenton""]","[""Neckcloth; Neckwear; Accessories Worn on the Body; Female"", ""Neckwear"", ""Costume accessories worn"", ""Neckcloth""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Neckcloth; Neckwear; Accessories Worn on the Body; Female', 'Neckwear', 'Costume accessories worn', 'Neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']","['neckcloth; neckwear; accessories worn on the body; female', 'neckwear', 'costume accessories worn', 'neckcloth']",neckwear,Dress & accessorize,False
6341,https://collections.si.edu/search/detail/edanmdm:nmah_371684,NMAH,edanmdm:nmah_371684,"chemise, shift",,"{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.001630B"", ""catalog number"": ""001630B""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Chemise, Shift"", ""Other Terms"": ""Chemise, Shift; Entire Body; Underwear; Female""}",,,Unknown,,,,"[""1810s""]",,"[""Chemise, Shift"", ""Chemise, Shift; Entire Body; Underwear; Female""]",,,0,,,"['Chemise, Shift', 'Chemise, Shift; Entire Body; Underwear; Female']","['chemise, shift', 'chemise, shift; entire body; underwear; female']","['chemise, shift', 'chemise, shift; entire body; underwear; female']",chemises,Dress & accessorize,False
6342,https://collections.si.edu/search/detail/edanmdm:nmah_371683,NMAH,edanmdm:nmah_371683,"chemise, shift","{""Credit Line"": ""Gift of John B. Copp""}","{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.006730E"", ""catalog number"": ""006730E"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Chemise, Shift"", ""Other Terms"": ""Chemise, Shift; Entire Body; Underwear; Female""}","linen (overall material)
cotton (overall material)","cotton, linen","linen, cotton","{""used"": ""United States: Connecticut, Stonington""}",,,"[""1810s""]",,"[""Chemise, Shift"", ""Chemise, Shift; Entire Body; Underwear; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Chemise, Shift', 'Chemise, Shift; Entire Body; Underwear; Female']","['chemise, shift', 'chemise, shift; entire body; underwear; female']","['chemise, shift', 'chemise, shift; entire body; underwear; female']",chemises,Dress & accessorize,False
6343,https://collections.si.edu/search/detail/edanmdm:nmah_371682,NMAH,edanmdm:nmah_371682,chemise,,"{""Date made"": ""1795 - 1805""}","{""ID Number"": ""CS.006730F"", ""catalog number"": ""006730F"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Chemise"", ""Other Terms"": ""Chemise; Entire Body; Underwear; Female""}",,,Unknown,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Chemise; Entire Body; Underwear; Female"", ""Chemise""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Chemise; Entire Body; Underwear; Female', 'Chemise']","['chemise; entire body; underwear; female', 'chemise']","['chemise; entire body; underwear; female', 'chemise']",chemises,Dress & accessorize,False
6344,https://collections.si.edu/search/detail/edanmdm:nmah_371680,NMAH,edanmdm:nmah_371680,"chemise, shift","{""Credit Line"": ""Gift of John B. Copp""}","{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.006730C"", ""catalog number"": ""006730C"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Chemise, Shift"", ""Other Terms"": ""Chemise, Shift; Entire Body; Underwear; Female""}",linen (overall material),linen,linen,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1810s""]",,"[""Chemise, Shift"", ""Chemise, Shift; Entire Body; Underwear; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Chemise, Shift', 'Chemise, Shift; Entire Body; Underwear; Female']","['chemise, shift', 'chemise, shift; entire body; underwear; female']","['chemise, shift', 'chemise, shift; entire body; underwear; female']",chemises,Dress & accessorize,False
