Unnamed: 0,collectionsURL,unitCode,EDANurl,title,creditLine,date,identifier,name,notes,objectType,physicalDescription,materials,main_material,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,object_types_list,object_types_norm,object_types_str,canonical_type,action_family,multi_action
6345,https://collections.si.edu/search/detail/edanmdm:nmah_371679,NMAH,edanmdm:nmah_371679,"chemise, shift","{""Credit Line"": ""Gift of John B. Copp""}","{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.006730D"", ""catalog number"": ""006730D"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Chemise, Shift"", ""Other Terms"": ""Chemise, Shift; Entire Body; Underwear; Female""}",linen (overall material),linen,linen,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1810s""]",,"[""Chemise, Shift"", ""Chemise, Shift; Entire Body; Underwear; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Chemise, Shift', 'Chemise, Shift; Entire Body; Underwear; Female']","['chemise, shift', 'chemise, shift; entire body; underwear; female']","['chemise, shift', 'chemise, shift; entire body; underwear; female']",chemises,Dress & accessorize,False
6346,https://collections.si.edu/search/detail/edanmdm:nmah_371676,NMAH,edanmdm:nmah_371676,stays,"{""Credit Line"": ""Gift of John B. Copp""}","{""Date made"": ""1775 - 1799"", ""date made"": ""1785-1795""}","{""ID Number"": ""CS.006691B"", ""catalog number"": ""006691B"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Stays"", ""Other Terms"": ""Stays; Upper Body; Underwear; Female""}","linen (overall material)
bone (overall material)
leather (overall material)","bone, leather, linen","linen, bone, leather","{""used"": ""United States: Connecticut, Stonington""}",,,"[""1790s""]",,"[""Stays; Upper Body; Underwear; Female"", ""Stays""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Stays; Upper Body; Underwear; Female', 'Stays']","['stays; upper body; underwear; female', 'stays']","['stays; upper body; underwear; female', 'stays']",stays,Dress & accessorize,False
6347,https://collections.si.edu/search/detail/edanmdm:nmah_371675,NMAH,edanmdm:nmah_371675,stays,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1775 - 1799\n1750-1785""}","{""ID Number"": ""CS.006691A"", ""catalog number"": ""006691A"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Stays"", ""Other Terms"": ""Stays; Upper Body; Underwear; Female""}","linen (overall material)
bone (overall material)
leather (overall material)","bone, leather, linen","linen, bone, leather","{""used"": ""United States: Connecticut, Stonington""}",,,"[""1780s"", ""1790s""]",,"[""Stays; Upper Body; Underwear; Female"", ""Stays""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Stays; Upper Body; Underwear; Female', 'Stays']","['stays; upper body; underwear; female', 'stays']","['stays; upper body; underwear; female', 'stays']",stays,Dress & accessorize,False
6348,https://collections.si.edu/search/detail/edanmdm:nmah_371669,NMAH,edanmdm:nmah_371669,corset waist,"{""Credit Line"": ""Gift of John B. Copp""}","{""Date made"": ""1800 - 1820"", ""date made"": ""1795-1807""}","{""ID Number"": ""CS.006733C"", ""catalog number"": ""006733C"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Corset Waist"", ""Other Terms"": ""Corset Waist; Upper Body; Underwear; Female""}",linen (overall material),linen,linen,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1800s"", ""1820s""]",,"[""Corset Waist; Upper Body; Underwear; Female"", ""Corset Waist""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Corset Waist; Upper Body; Underwear; Female', 'Corset Waist']","['corset waist; upper body; underwear; female', 'corset waist']","['corset waist; upper body; underwear; female', 'corset waist']",corset waist,Dress & accessorize,False
6349,https://collections.si.edu/search/detail/edanmdm:nmah_371667,NMAH,edanmdm:nmah_371667,apron,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1780 - 1800""}","{""ID Number"": ""CS.006723"", ""catalog number"": ""006723"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Apron"", ""Other Terms"": ""Apron; Accessories Worn on the Body; Female""}",linen (overall material),linen,linen,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Aprons (main garments)"", ""Apron; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Aprons (main garments)', 'Apron; Accessories Worn on the Body; Female']","['aprons (main garments)', 'apron; accessories worn on the body; female']","['aprons (main garments)', 'apron; accessories worn on the body; female']",aprons,Dress & accessorize,False
6350,https://collections.si.edu/search/detail/edanmdm:nmah_371664,NMAH,edanmdm:nmah_371664,apron,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1775 - 1785""}","{""ID Number"": ""CS.006588"", ""catalog number"": ""006588"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Apron"", ""Other Terms"": ""Apron; Accessories Worn on the Body; Female""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1780s""]",,"[""Aprons (main garments)"", ""Apron; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Aprons (main garments)', 'Apron; Accessories Worn on the Body; Female']","['aprons (main garments)', 'apron; accessories worn on the body; female']","['aprons (main garments)', 'apron; accessories worn on the body; female']",aprons,Dress & accessorize,False
6351,https://collections.si.edu/search/detail/edanmdm:nmah_371663,NMAH,edanmdm:nmah_371663,apron,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1775 - 1785""}","{""ID Number"": ""CS.006722"", ""catalog number"": ""006722"", ""accession number"": ""28810""}","{""Associated Name"": ""Copp, John Brenton""}","{""Location"": ""Currently not on view""}","{""Object Name"": ""Apron"", ""Other Terms"": ""Apron; Accessories Worn on the Body; Female""}",linen (overall material),linen,linen,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1780s""]","[""Copp, John Brenton""]","[""Aprons (main garments)"", ""Apron; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Aprons (main garments)', 'Apron; Accessories Worn on the Body; Female']","['aprons (main garments)', 'apron; accessories worn on the body; female']","['aprons (main garments)', 'apron; accessories worn on the body; female']",aprons,Dress & accessorize,False
6352,https://collections.si.edu/search/detail/edanmdm:nmah_371662,NMAH,edanmdm:nmah_371662,apron,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1780 - 1800""}","{""ID Number"": ""CS.006659"", ""catalog number"": ""006659"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Apron"", ""Other Terms"": ""Apron; Accessories Worn on the Body; Female""}",linen (overall material),linen,linen,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1800s""]",,"[""Aprons (main garments)"", ""Apron; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Aprons (main garments)', 'Apron; Accessories Worn on the Body; Female']","['aprons (main garments)', 'apron; accessories worn on the body; female']","['aprons (main garments)', 'apron; accessories worn on the body; female']",aprons,Dress & accessorize,False
6353,https://collections.si.edu/search/detail/edanmdm:nmah_371661,NMAH,edanmdm:nmah_371661,apron,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.006566"", ""catalog number"": ""006566"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Apron"", ""Object Type"": ""Accessories Worn on the Body\nWoman\nApron"", ""Other Terms"": ""Apron; Accessories Worn on the Body; Female""}",fabric (overall material),,Unknown,"{""used in"": ""United States: Connecticut, Stonington""}",,,"[""1810s""]",,"[""Aprons (main garments)"", ""Apron; Accessories Worn on the Body; Female"", ""Costume accessories worn""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Women"", ""Clothing and dress"", ""Dress accessories""]",0,,,"['Aprons (main garments)', 'Apron; Accessories Worn on the Body; Female', 'Costume accessories worn']","['aprons (main garments)', 'apron; accessories worn on the body; female', 'costume accessories worn']","['aprons (main garments)', 'apron; accessories worn on the body; female', 'costume accessories worn']",aprons,Dress & accessorize,False
6354,https://collections.si.edu/search/detail/edanmdm:nmah_371660,NMAH,edanmdm:nmah_371660,apron,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1775 - 1785""}","{""ID Number"": ""CS.006566A"", ""catalog number"": ""006566A"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Apron"", ""Other Terms"": ""Apron; Accessories Worn on the Body; Female""}",silk (overall material),silk,silk,"{""referenced"": ""United States: Connecticut, Stonington""}",,,"[""1780s""]",,"[""Aprons (main garments)"", ""Apron; Accessories Worn on the Body; Female""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Aprons (main garments)', 'Apron; Accessories Worn on the Body; Female']","['aprons (main garments)', 'apron; accessories worn on the body; female']","['aprons (main garments)', 'apron; accessories worn on the body; female']",aprons,Dress & accessorize,False
6355,https://collections.si.edu/search/detail/edanmdm:nmah_371659,NMAH,edanmdm:nmah_371659,fabric,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1795 - 1805""}","{""ID Number"": ""CS.006654"", ""catalog number"": ""006654"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Fabric"", ""Other Terms"": ""Fabric; Accessories for the Manufacturing of Clothing""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,"{""used"": ""Cloth""}","[""1800s""]",,"[""Fabric; Accessories for the Manufacturing of Clothing"", ""Cloth""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Textiles""]",0,,,"['Fabric; Accessories for the Manufacturing of Clothing', 'Cloth']","['fabric; accessories for the manufacturing of clothing', 'cloth']","['fabric; accessories for the manufacturing of clothing', 'cloth']",fabric fragments,Textile making,False
6356,https://collections.si.edu/search/detail/edanmdm:nmah_371656,NMAH,edanmdm:nmah_371656,"shirt, collar","{""Credit Line"": ""Gift of John B. Copp""}","{""Date made"": ""1790 - 1810""}","{""ID Number"": ""CS.006695B"", ""catalog number"": ""006695B"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Shirt, Collar"", ""Other Terms"": ""Shirt, Collar; Upper Body; Main Dress; Male""}",linen (overall material),linen,linen,"{""used"": ""United States: Connecticut, Stonington""}",,,"[""1810s""]",,"[""Shirt, Collar; Upper Body; Main Dress; Male"", ""Shirt, Collar""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Shirt, Collar; Upper Body; Main Dress; Male', 'Shirt, Collar']","['shirt, collar; upper body; main dress; male', 'shirt, collar']","['shirt, collar; upper body; main dress; male', 'shirt, collar']",shirts,Dress & accessorize,False
6357,https://collections.si.edu/search/detail/edanmdm:nmah_371653,NMAH,edanmdm:nmah_371653,fabric,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1780-1800""}","{""ID Number"": ""CS.006716"", ""catalog number"": ""006716"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Fabric"", ""Other Terms"": ""Fabric; Accessories for the Manufacturing of Clothing""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,"{""used"": ""Cloth""}","[""1800s""]",,"[""Fabric; Accessories for the Manufacturing of Clothing"", ""Cloth""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Textiles""]",0,,,"['Fabric; Accessories for the Manufacturing of Clothing', 'Cloth']","['fabric; accessories for the manufacturing of clothing', 'cloth']","['fabric; accessories for the manufacturing of clothing', 'cloth']",fabric fragments,Textile making,False
6358,https://collections.si.edu/search/detail/edanmdm:nmah_371652,NMAH,edanmdm:nmah_371652,fabric,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1780-1810""}","{""ID Number"": ""CS.006598"", ""catalog number"": ""006598"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Fabric"", ""Other Terms"": ""Fabric; Accessories for the Manufacturing of Clothing""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,"{""used"": ""Cloth""}","[""1810s""]",,"[""Fabric; Accessories for the Manufacturing of Clothing"", ""Cloth""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Clothing and dress"", ""Dress accessories""]",0,,,"['Fabric; Accessories for the Manufacturing of Clothing', 'Cloth']","['fabric; accessories for the manufacturing of clothing', 'cloth']","['fabric; accessories for the manufacturing of clothing', 'cloth']",fabric fragments,Textile making,False
6359,https://collections.si.edu/search/detail/edanmdm:nmah_371638,NMAH,edanmdm:nmah_371638,fabric pieces,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1780-1800""}","{""ID Number"": ""CS.006598K"", ""catalog number"": ""006598K"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Fabric Pieces"", ""Other Terms"": ""Fabric Pieces; Accessories for the Manufacturing of Clothing""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,"{""used"": ""Cloth""}","[""1800s""]",,"[""Fabric Pieces; Accessories for the Manufacturing of Clothing"", ""Fabric Pieces""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Textiles""]",0,,,"['Fabric Pieces; Accessories for the Manufacturing of Clothing', 'Fabric Pieces']","['fabric pieces; accessories for the manufacturing of clothing', 'fabric pieces']","['fabric pieces; accessories for the manufacturing of clothing', 'fabric pieces']",fabric fragments,Textile making,False
6360,https://collections.si.edu/search/detail/edanmdm:nmah_371637,NMAH,edanmdm:nmah_371637,fabric,"{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1780-1800""}","{""ID Number"": ""CS.006598I"", ""catalog number"": ""006598I"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Fabric"", ""Other Terms"": ""Fabric; Accessories for the Manufacturing of Clothing""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,"{""used"": ""Cloth""}","[""1800s""]",,"[""Fabric; Accessories for the Manufacturing of Clothing"", ""Cloth""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Textiles""]",0,,,"['Fabric; Accessories for the Manufacturing of Clothing', 'Cloth']","['fabric; accessories for the manufacturing of clothing', 'cloth']","['fabric; accessories for the manufacturing of clothing', 'cloth']",fabric fragments,Textile making,False
6361,https://collections.si.edu/search/detail/edanmdm:nmah_371635,NMAH,edanmdm:nmah_371635,"dress, fragments","{""Credit Line"": ""Gift of John Brenton Copp""}","{""Date made"": ""1774 - 1780""}","{""ID Number"": ""CS.006681"", ""catalog number"": ""006681"", ""accession number"": ""28810""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""Dress, Fragments""}",cotton (overall material),cotton,cotton,"{""used"": ""United States: Connecticut, Stonington""}",,"{""used"": ""Cloth""}","[""1780s""]",,"[""Dress, Fragments""]","[""United States"", ""Connecticut"", ""Stonington""]","[""Textiles""]",0,,,"['Dress, Fragments']","['dress, fragments']","['dress, fragments']",dresses,Dress & accessorize,False
