,count,count
1234,"['franklin press halfpenny token', 'tokens']",1
1235,"['t. french contract musket m. 1795', 'musket; t. french contract musket m. 1795; firearms; flintlock; .69 in; smooth bore; muzzle load; sa', 'muskets', 'musket, flintlock']",1
1236,"['print; photogravure', 'photomechanical intaglio processes', 'prints']",1
1237,"['muskets', 'musket; firearms; flintlock; .46 in; muzzle load; 00; sa']",1
1238,['bolts (fasteners)'],1
1239,"['print; photogravure', 'prints']",1
1240,['oath of allegiance'],1
1241,"['certificate, discharge']",1
1242,"['sword; edged weapons; army; long; officer', 'swords']",1
1243,"['broadsword; edged weapons; army; officer', 'broadswords']",1
1244,"['sword; edged weapons; commemorative', 'swords']",1
1245,"['pistol; firearms; army; flintlock; .58 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1
1246,"['pistols', 'pistol, flintlock, breech loading', 'pistol; firearms; flintlock; .48 in; smooth bore; breechloader; 03']",1
1247,"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .67 in; smooth bore; muzzle load; sa']",1
1248,"['pistols', 'pistol, flintlock', 'pistol; firearms; militia; flintlock; .67 in; smooth bore; muzzle load; sa']",1
1249,"['print; intaglio; stipple engraving', 'prints']",1
1250,"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .50 in; smooth bore; muzzle load; sa']",1
1251,"['pistols', 'pistol; firearms; army; flintlock; .54 in; smooth bore; muzzle load; sa']",1
1252,"['pistol; firearms; army; flintlock; .67 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1
1253,"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .70 in; smooth bore; muzzle load; sa']",1
1254,"['pistols', 'pistol; firearms; army; flintlock; .72 in; smooth bore; muzzle load; sa']",1
1255,"['pistol; firearms; flintlock; .50 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1
1256,"['pistol; firearms; militia; flintlock; .64 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1
1257,"['rifle; firearms; army; flintlock; .58 in; rifled; muzzle load; sa', 'rifles (long guns)', 'rifle, flintlock']",1
1258,"['musket; firearms; army; militia; flintlock; .72 in; smooth bore; mr; sa', 'muskets', 'musket, flintlock']",1
1259,"['muskets', 'musket, flintlock', 'musket; firearms; army; flintlock; .75 in; smooth bore; muzzle load; sa']",1
1260,"['muskets', 'musket, flintlock', 'musket; firearms; army; flintlock; .70 in; smooth bore; muzzle load; sa']",1
1261,"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .38 in; rifled; muzzle load; sa']",1
1262,"['pistols', 'pistol; firearms; percussion fire; .50 in; smooth bore; breechloader; 03', 'pistol, percussion, breech loading']",1
1263,"['carbine, flintlock', 'carbine; firearms; flintlock; .54 in; smooth bore; muzzle load', 'carbines']",1
1264,"['pistols', 'pistol, flintlock', 'pistol; firearms; army; flintlock; .72 in; smooth bore; muzzle load; sa']",1
1265,"['pistols', 'pistol, flintlock', 'pistol; firearms; navy; flintlock; .56 in; smooth bore; muzzle load; sa']",1
1266,"['print; planographic; lithograph', 'maps', 'prints', 'lithographs']",1
1267,"['musket, percussion converted', 'musket, percussion conversion', 'muskets', 'musket; firearms; army; flintlock; .70 in; smooth bore; muzzle load; sa']",1
1268,"['rifle; firearms; army; flintlock; .54 in; muzzle load; sa', 'rifles (long guns)', 'rifle, flintlock']",1
1269,"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .64 in; smooth bore; muzzle load; sa']",1
1270,"['pistol; firearms; army; flintlock; .60 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1
1271,"['pistols', 'pistol, flintlock', 'pistol; firearms; navy; flintlock; .67 in; smooth bore; muzzle load; sa']",1
1272,"['pistols', 'pistol, flintlock', 'pistol; firearms; navy; flintlock; .54 in; smooth bore; muzzle load; sa']",1
1273,"['pistols', 'pistol, flintlock', 'pistol; firearms; army; flintlock; .69 in; smooth bore; muzzle load; sa']",1
1274,"['pistols', 'pistol, flintlock', 'pistol; firearms; army; flintlock; .58 in; smooth bore; muzzle load; sa']",1
1275,"['pistols', 'pistol, flintlock', 'pistol; firearms; army; flintlock; .52 in; smooth bore; muzzle load; sa']",1
1276,"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .65 in; smooth bore; muzzle load; sa']",1
1277,"['pistol; firearms; navy; center fire; .65 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1
1278,"['pistol; firearms; flintlock; .58 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1
1279,"['print; portrait', 'prints']",1
1280,"['painting, portrait']",1
1281,['bank note'],1
1282,"['stem, pipe', 'pipe stem; smoking equipment']",1
1283,"['coverlet, multi harness']",1
1284,"['coverlet panels, overshot']",1
1285,"['bed hanging, hosptial', 'bed hanging, hosptial; bed hanging; coverlet; t15059']",1
1286,['shop signs'],1
1287,"['coverlet panel, summer and winter', 'coverlet panel']",1
1288,"['coverlet, twill weave', 'coverlet', 'coverlet, twill']",1
1289,['handles'],1
1290,"['coverlet, twill']",1
1291,"['sheet, linen, hand woven', 'sheet']",1
1292,['blankets (coverings)'],1
1293,['towels'],1
1294,['crests (motifs)'],1
1295,"['certificate, naturalization']",1
1296,"['counterpane, printed']",1
1297,['announcement'],1
1298,"['lace (needlework)', 'lace, scarf']",1
1299,"['bed coverings', 'pine bloom', 'coverlet']",1
1300,"['lace (needlework)', 'lace, lappets']",1
1301,"['side saddle', 'saddle, side']",1
1302,"['lace (needlework)', 'lace, sample']",1
1303,"['etchings (prints)', 'maps', 'sheet', 'sheet, lithograph', 'prints']",1
1304,"['plane; stonecutter stone dresser; stoneworking; planing tools; hand tools', 'planes (tools)']",1
1305,"['fabric length, knitted', 'fabric; knitted']",1
1306,['naturalization certificate'],1
1307,"['contract, indenture', 'indenture']",1
1308,['spinning frame'],1
1309,['application'],1
1310,"['mauls (striking tools)', 'maul; woodworking; striking & prizing tools; hand tools']",1
1311,"['entablature fragment, church', 'beam fragment']",1
1312,['quinton'],1
1313,"['ceiling ornament, church']",1
1314,"['sash and pendant', 'emblems (symbols)']",1
1315,['aprons (main garments)'],1
1316,"['lace (needlework)', 'lace, trim']",1
1317,"['lace, collar', 'lace (needlework)']",1
1318,"['lace (needlework)', 'lace, fragment']",1
1319,"['chest, blanket']",1
1320,"['fraktur', 'documents', 'certificates', 'letterpress']",1
1321,['quilt segment'],1
1322,"['spinning wheel, flax', 'hand tools']",1
1323,"['bag, salvage']",1
1324,['petticoats (underskirts)'],1
1325,"['bed cover, applique', 'counterpane, embroidered']",1
1326,"['housewife', 'needlework kit']",1
1327,"['carpet, fragment', 'picture, woven']",1
1328,['fliers (printed matter)'],1
1329,['spindles (textile working equipment)'],1
1330,"['tape loom', 'loom, tape']",1
1331,['hackle'],1
1332,['pins'],1
1333,"['needle, crochet', 'crochet hooks']",1
1334,"['lace pillow, lace', 'lace pillow, lace, pattern', 'pillow, lace']",1
1335,"['pattern, lace']",1
1336,"['carding machine, wool, scholfield', 'wool carding machine']",1
1337,"['spinning wheel, flax', 'spinning wheel, double fyer']",1
1338,"['vises (gripping tools)', 'vise; blacksmith farrier; metalworking; holding & gripping tools; hand tools']",1
1339,"['lace (needlework)', 'lace, border fragment', 'lace, border, fragment']",1
1340,"['beetle', 'beetle; woodworking; striking & prizing tools; hand tools']",1
1341,"['hanging, printed', 'toile, copperplate']",1
1342,"['panel, printed']",1
1343,"['plaque, bas relief']",1
1344,['amulets'],1
1345,"['scissors', 'shears (cutting tools)']",1
1346,"['embroidery, white work', 'pocket, white work']",1
1347,['adze head'],1
1348,"['carpet, ingrain', 'carpets', 'carpet, ingrain, length']",1
1349,['trimming'],1
1350,"['plane; carpenter joiner cabinetmaker; woodworking; planing tools; hand tools', 'hand tools', 'planes (tools)']",1
1351,"['embroidery, picture']",1
1352,"['lace, cap back', 'lace (needlework)']",1
1353,"['handkerchief, printed, copperplate']",1
1354,"['cap, lace', 'lace (needlework)']",1
1355,"['maul club', 'maul club; woodworking; striking & prizing tools; hand tools']",1
1356,"['window, church']",1
1357,['trumpets (aerophones)'],1
1358,['circular'],1
1359,"['vial; containers', 'vials']",1
1360,"['metallic tractors', ""tractors, perkins', batch of; medicine"", ""tractors, perkins', batch of""]",1
1361,"['stand, sweetmeat']",1
1362,"['kit, obstetrical', 'obstetrical kit', 'kit, obstetrical; medicine', 'instrument set, obstetrical']",1
1363,"['dish, dessert']",1
1364,"['pitcher, cream', 'milk jug']",1
1365,"['forceps, hand forged', 'forceps, hand forged; dentistry', 'forceps, dental', 'dental instrument', 'dental forceps']",1
1366,"['bur thimble', 'socket, ring and drill', 'socket, ring and drill; dentistry', 'dental instrument']",1
1367,['cup and saucer'],1
1368,"['nail file', 'personal hygiene product', 'necessaire', 'toothpicks', 'toilet accessory; toothbrush; ""necessaire""; dentistry', 'oral hygiene product', 'toothbrushes', 'ear spoon']",1
1369,"['cylinder type frictional electrostatic machine; electrostatic devices', 'cylinder type frictional electrostatic machine', 'electrostatic generator']",1
1370,"['electrostatic generator', 'electrostatic machine; electrostatic devices', 'electrostatic machine']",1
1371,['figurines'],1
1372,"['electrostatic device', 'discharge tube', 'electrostatic device', 'discharge tube; electrostatic devices']",1
1373,"['electrostatic machine', 'electrostatic generator', 'galvanometer; measuring devices', 'galvanometer']",1
1374,['electrostatic demonstration apparatus'],1
1375,"['figurine, group', 'figure group']",1
1376,"['stand, pickle', 'dish, sweetmeat']",1
1377,"['pitchers (vessels)', 'creamware']",1
1378,"['jar, butter', 'butter jar', 'jars']",1
1379,['medalet'],1
1380,"['figure, female', 'models', 'model, anatomical, female, abdominal organs', 'wax obstetric model', 'figure, female; medicine', 'wax']",1
1381,"['regimental flag, 2nd south carolina regiment', 'regimental flag, 2nd south carolina regiment', 'regimental color, 2nd south carolina regiment']",1
1382,"['figure, female', 'model, anatomical, viscera', 'models', 'wax obstetric model', 'figure, female; medicine', 'wax']",1
1383,['pillowcases'],1
1384,"['bottle; containers', 'bottles', 'bottle, apothecary']",1
1385,['quilted petticoat'],1
1386,"['quilt, fragment', 'quilts']",1
1387,"['jelly mold', 'jelly mold core', 'jelly mold core']",1
1388,"['pot, stew']",1
1389,['flowerpot'],1
1390,"['cooler, water']",1
1391,"['trivet, stacking']",1
1392,"['pad, kiln']",1
1393,['chamberpot'],1
1394,['automaton'],1
1395,['dividing engine'],1
1396,"['certificate, fraktur', 'certificate, marriage', 'fraktur', 'documents', 'pen and ink', 'certificates', 'letterpress', 'prints']",1
1397,"['prints, set of (19)', 'relief processes']",1
1398,['viola'],1
1399,['pochette'],1
1400,['rebec'],1
1401,['fiddles'],1
1402,['nyckelharpa'],1
1403,['banjos'],1
1404,"['guitars', 'english guitar', 'english guitar']",1
1405,"['bookplate', 'fraktur', 'documents', 'pen and ink']",1
1406,['barrel organ'],1
1407,"['fraktur vorschriften', 'fraktur', 'documents', 'pen and ink', 'documents, pair of', 'certificates']",1
1408,['harpsichord'],1
1409,['clavichord'],1
1410,['organ'],1
1411,['zithers'],1
1412,['serpent'],1
1413,['tea bowls & saucers'],1
1414,"['fraktur vorschriften', 'fraktur', 'documents', 'pen and ink']",1
1415,['molds (shaping tools)'],1
1416,"['wallet, fishing']",1
1417,"['us dollar', 'coins (money)']",1
1418,['punch bowls'],1
1419,"['sundial, diptych']",1
1420,"['sundial, horizontal pedestal']",1
1421,"['bowl, sweemeat', 'bowl, sweetmeat']",1
1422,"['model, semaphore telegraph', 'semaphore model']",1
1423,"['electrostatic generator', 'electrostatic machine']",1
1424,"['furniture, kiln']",1
1425,"['fragment, pan']",1
1426,"['fragment, pitcher']",1
1427,"['pistols', 'pistol, miquelet lock']",1
1428,"['covers (overlying objects)', 'mantle, torah']",1
1429,"['fragments, bottle']",1
1430,['pendants (jewelry)'],1
1431,['earrings'],1
1432,"['musket; firearms; percussion converted; .70 in; smooth bore; muzzle load; sa', 'musket, percussion conversion', 'muskets']",1
1433,"['rifle; firearms; flintlock; .69 in; rifled; 14; 03', 'rifles (long guns)']",1
1434,"['pistols', 'pistol, flintlock', 'pistol; flintlock; .60 in; smooth bore; muzzle load; 00; sa']",1
1435,"['dice, ivory', 'ivory (tooth component)', 'dice']",1
1436,"['bow and arrows; toys', 'bow and arrows, group of']",1
1437,"['chest; furniture', 'furniture', 'chests']",1
1438,"['basket, winnowing']",1
1439,"['plow, carey']",1
1440,"['clock; mechanical, spring driven', 'clock, mantel', 'clocks']",1
1441,"['clock; mechanical, weight driven; tall case clock', 'clocks', 'clock, tall case']",1
1442,"['watch; pocket watch', 'watches']",1
1443,['safes (storage containers)'],1
1444,"['watch; mechanical, spring driven; pendant watch', 'watches']",1
1445,"['chronometer', 'pocket chronometer movement & dial; chronometer; mechanical, spring driven; english chronometer movement']",1
1446,"['button', 'mold, button', 'mold, button; 41cc, sullivan, michael d']",1
1447,"['wrench, barrel', 'mold, shot', 'mold, bullet; 41cc, sullivan, michael d']",1
1448,"['ornament, flagstaff', 'finial, staff; 41cc, sullivan, michael d']",1
1449,"['knives', 'knife; personal utensils; cutlery; folding; pocket', 'cutlery']",1
1450,"['knives', 'knife and fork, set of; eating utensils', 'cutlery']",1
1451,"['stove, miniature']",1
1452,"['handle, door', 'door hardware']",1
1453,"['spoons', 'spoon; serving', 'cutlery']",1
1454,['wimpole'],1
1455,"['scraper, ivory']",1
1456,"['fids', 'ivory (tooth component)']",1
1457,"['hanger, pigeon']",1
1458,"['hook, shelf']",1
1459,"['hook, ox yoke']",1
1460,"['ladle, salting']",1
1461,['pothook'],1
1462,"['hook, fireplace']",1
1463,"['lock, well bucket']",1
1464,"['tongs, pipe']",1
1465,"['tongs, fire']",1
1466,['turner'],1
1467,['harpoons'],1
1468,['flails (weapons)'],1
1469,"['device, lifting']",1
1470,"['spoons', 'spoon; eating utensils', 'cutlery']",1
1471,"['knives', 'knife; eating utensils; cutlery; table', 'cutlery']",1
1472,"['pots (containers)', 'skillets']",1
1473,"['pistols', 'pistol; firearms; flintlock; .57 in; smooth bore; ml; sa']",1
1474,"['calipers, linear, set of', 'calipers, venier combined with depth gage']",1
1475,"['engine, steam, model', 'center square waterworks model', 'water works']",1
1476,"['costume accessories worn', 'brooch; jewelry; accessories worn on the body; female', 'jewelry', 'brooches']",1
1477,"['engine, internal combustion, model', 'engine, internal combustion']",1
1478,"['buckle, knee; jewelry; accessories worn on the body; male', 'buckle, knee']",1
1479,"['buckle, shoe', 'buckle, shoe; jewelry; accessories worn on the body; male']",1
1480,"['comb, ornamental; headwear; accessories worn on the body; female', 'comb, ornamental']",1
1481,"['watch; jewelry; accessories worn on the body; female', 'watches']",1
1482,"['earrings', 'earrings, pair of', 'jewelry', 'earrings, pair of; female']",1
1483,"['boiler, steam, model', 'boiler, steam']",1
1484,"['sunglasses', 'sunglasses; opticals; accessories worn on the body; unknown', 'sunglasses']",1
1485,"['dress, 4 piece', 'dress, 4 piece; entire body; main dress; female']",1
1486,"['earrings', 'earrings, pair of', 'earrings, pair of; jewelry; accessories worn on the body; female', 'jewelry']",1
1487,"['engine, steam, boat']",1
1488,"['engine, steam, boat', 'engine, steam, boat, model']",1
1489,"['musket; firearms; flintlock; .70 in; smooth bore; ml; sa', 'muskets']",1
1490,"['musket; firearms; flintlock; .79 in; smooth bore; ml; sa', 'muskets']",1
1491,"['fork; eating utensils', 'forks (flatware)', 'cutlery']",1
1492,"['shotgun, flintlock', 'fowler', 'fowler; firearms; flintlock; .50 in; smooth bore; ml; sa']",1
1493,['tower clock movement'],1
1494,['ledger'],1
1495,"['tower clock', 'clocks', 'clock; mechanical, weight driven; tower clock']",1
1496,['steam jack'],1
1497,"[""lathe, jeweler's"", 'lathes']",1
1498,"['mirror frame, part of', 'frame, mirror, part of']",1
1499,"['frame, mirror, parts of']",1
1500,['mousetraps'],1
1501,"['table; furniture; drop leaf table', 'tables (support furniture)']",1
1502,"['chair, side', 'chair; furniture; side chair; windsor']",1
1503,"['tables (support furniture)', 'table; furniture']",1
1504,['mortising machine'],1
1505,"['knife, dinner; cutlery', 'knife, dinner', 'cutlery']",1
1506,"['fork, dinner', 'fork, dinner; cutlery', 'cutlery']",1
1507,['patent'],1
1508,['thimble eye'],1
1509,['troughs'],1
1510,"['pistols', 'pistol, flintlock', 'pistol; flintlock; .71 in; smooth bore; muzzle load; 00; sa']",1
1511,"['scale rule, folding', 'rule, folding']",1
1512,"['sheet; manuscript', 'valentine']",1
1513,"['copybooks', 'pamphlet; manuscript', 'manuscripts']",1
1514,"['sheet (paper)', 'sheet (paper); manuscript']",1
1515,['set square'],1
1516,"['protractor', 'protractor and parallel rule', 'protractor; semi circular, with parallel rule']",1
1517,"['spoon, stirring']",1
1518,"['stick, swizzle']",1
1519,['dividers'],1
1520,['buckets (vessels)'],1
1521,"['box, wall', 'candle box; lighting accessories']",1
1522,"['drawing compass', 'compass, drawing']",1
1523,"['stick, pudding']",1
1524,['crayon holders'],1
1525,"['stone, sharpening', 'stone (rock)']",1
1526,['crayon holder'],1
1527,"['newspaper page; printed', 'clipping, newspaper']",1
1528,['fireback'],1
1529,['weathervanes'],1
1530,"['shrine, pocket']",1
1531,"['coin, modified']",1
1532,['slate (rock)'],1
1533,"['box, snuff', 'dipper, snuff', 'box, snuff', 'box, snuff; smoking equipment']",1
1534,"['spoon, snuff', 'box, snuff; smoking equipment', 'box, snuff']",1
1535,['coin balance'],1
1536,"['surgical set', ""surgeon's kit""]",1
1537,"['box, stamp']",1
1538,"['match box; fire making apparatus', 'matchbox']",1
1539,"['photographs, set of']",1
1540,"['sheets, set of']",1
1541,"['fabric fragment', 'fabric, printed fragment']",1
1542,"['letter or account', 'account', 'letter; letter or account; sheets (paper); manuscript']",1
1543,"['correspondence', 'sheets (paper); manuscript']",1
1544,"['holder, crayon']",1
1545,"['beads, prayer']",1
1546,"['box, pipe, tobacco']",1
1547,"['knife; cutlery; folding?', 'knife, pocket', 'cutlery']",1
1548,['harrows'],1
1549,['figure group'],1
1550,"['cutter, straw', 'fire steel; fire making apparatus']",1
1551,"['painting, certificate', 'painting; pictures; watercolor; fraktur']",1
1552,"['paintings', 'sheet (paper); no #020; painting; watercolor; fraktur']",1
1553,"['textbook', 'books']",1
1554,"[""chair, child's""]",1
1555,"['accessories for the selling of clothing', 'boxes (containers)']",1
1556,"['flatware', 'keys (hardware)']",1
1557,"['books', 'book; manuscript']",1
1558,"['costume accessories worn', 'jewelry', 'buckles (strap accessories)', 'buckles, knee']",1
1559,"['rack, spoon']",1
1560,"['buckles, shoe', 'costume accessories worn', 'jewelry', 'buckles (strap accessories)']",1
1561,['ballot box'],1
1562,"['stand, roaster']",1
1563,"['suit, 2 piece']",1
1564,['poker'],1
1565,"['pipe tongs', 'tongs, pipe', 'pipe tongs; lighting accessories']",1
1566,"['silhouettes', 'silhouette; pictures; portrait']",1
1567,"['husker, corn']",1
1568,"['ecuelle', 'ecuelle stand', 'ecuelle cover', 'stand']",1
1569,"['icon, crucifix', 'icon']",1
1570,"['chargers (platters)', 'plate']",1
1571,"['etchings (prints)', 'book; bookbinding', 'relief processes', 'reliefs (sculpture)', 'books']",1
1572,"['book; bookbinding', 'reliefs (sculpture)', 'books']",1
1573,['piggin'],1
1574,"['sheet (paper); manuscript', 'deed']",1
1575,"['reciept; sheet (paper); manuscript', 'reciept']",1
1576,"['printing presses', 'press, printing; printing; relief; flatbed platen']",1
1577,"['sheet (paper), set of music manuscripts', 'sheet (paper); sheet (paper), set of music manuscripts; manuscript']",1
1578,"['sheet (paper), set of music manuscripts; sheet (paper); manuscript', 'sheet (paper), set of music manuscripts']",1
1579,"['sheet (paper), set of music manuscript', 'sheet (paper); sheet (paper), set of music manuscript; manuscript']",1
1580,['printing presses'],1
1581,"['sheets (paper), set of music manuscripts', 'pamphlet; sheets (paper), set of music manuscripts; manuscript']",1
1582,['fashion plate'],1
1583,"['vests (garments)', 'upper body', 'main garments']",1
1584,"['dress, 1 piece', 'dress, 1 piece; entire body; main dress; female; wedding']",1
1585,"['print; mezzotint', 'prints']",1
1586,"['entire body', 'dresses (garments)', 'main garments', 'dress, 2 piece; entire body; main dress; female']",1
1587,"['accessories for the care of clothing', 'boxes (containers)']",1
1588,"['perfume bottle', 'cosmetics', 'accessories for the care of the person', 'perfume bottle; accessories for care of the person']",1
1589,"['sheet (paper)', 'prints', 'print; letterpress']",1
1590,"['slip; entire body; underwear; female', 'slip', 'slip', 'petticoats (underskirts)']",1
1591,"['muff; accessories carried; female', 'muffs']",1
1592,"['dress, 1 piece; entire body; main dress; infant', 'dress, 1 piece']",1
1593,"['frock coats', 'coat; coat, frock; upper body; main dress; male']",1
1594,"['waistcoat ?; entire body; main dress; female', 'waistcoat ?']",1
1595,"['stays; upper body; underwear; girl', 'stays']",1
1596,"['sheet (paper)', 'sheet (paper); manuscript', 'sheet (paper)', 'manuscripts']",1
1597,"['dress, 1 piece, christening', 'dress, 1 piece; entire body; main dress; infant', 'dress, 1 piece']",1
1598,"['busk', 'busk; underwear; female']",1
1599,"['suit, 2 piece', 'suit, 2 piece; entire body; main dress; male']",1
1600,"['newspapers', 'prints', 'newspaper; prints; letterpress']",1
1601,"['shoe; footwear; accessories worn on the body; female', 'shoes (footwear)']",1
1602,"['etchings (prints)', 'proof; etching', 'proof', 'prints']",1
1603,"['watch paper', 'watch paper; male', 'accessories for the care of clothing']",1
1604,"['book; bookbinding', 'letterpress', 'books']",1
1605,"['caps (headgear)', 'cap; headwear; accessories worn on the body; male']",1
1606,"['printing plates', 'prints, set of', 'prints, set of; engraving']",1
1607,"['veil; headwear; accessories worn on the body; female', 'veils (headcloths)']",1
1608,"['emblem, radiator; road; automobile', 'emblem, radiator']",1
1609,"['calash', 'costume accessories worn', 'calash; headwear; accessories worn on the body; female', 'headgear']",1
1610,"['armchair; chair; furniture; arm', 'armchairs']",1
1611,"['handwear', 'gloves', 'costume accessories worn', 'gloves, pair of; handwear; accessories worn on the body; female']",1
1612,"['case clock', 'clock, tall case']",1
1613,"['bag; bags; accessories carried; female', 'bags', 'purses (bags)', 'accessories carried']",1
1614,"['booklets', 'reliefs (sculpture)', 'pamphlets']",1
1615,"['fan, fragment', 'fans (costume accessories)', 'accessories carried', 'fan, fragment; accessories carried; female']",1
1616,"['maps', 'print; engraving', 'prints']",1
1617,['sewing case'],1
1618,"['cuffs, pair of', 'cuffs, pair of; armwear; accessories worn on the body; female']",1
1619,"['prints', 'print; pochoir; engraving']",1
1620,"['neckcloth?; neckwear; accessories worn on the body; female', 'neckcloth?']",1
1621,"['suspenders (garment supports)', 'suspenders; waistwear; accessories worn on the body']",1
1622,"['gaiters, pair of; footwear; accessories worn on the body; male', 'gaiters, pair of']",1
1623,"['calash', 'calash; headwear; accessories worn on the body; female']",1
1624,"['jacket; upper body; main dress; female', 'jackets (garments)']",1
1625,"['bullet, mold']",1
1626,"['axe; camp', 'axes (tools)']",1
1627,"['gun; firearms; miquelet; .69 in; smooth bore; muzzle load; sa; p', 'firearms', 'musket, miquelet lock']",1
1628,"['carbine, flintlock', 'carbine; firearms; flintlock; .79 in; smooth bore; muzzle load; sa', 'carbines']",1
1629,"['cannons (artillery)', 'cannon; firearms; h; 3.50 in; smooth bore; muzzle load; sa']",1
1630,"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .62 in; smooth bore; muzzle load; 00; sa']",1
1631,"['pistol; flintlock; .63 in; smooth bore; muzzle load; 00; sa', 'pistols', 'pistol, flintlock']",1
1632,"['blunderbuss', 'blunderbuss; firearms; flintlock; 1.75 in; smooth bore; muzzle load; sa']",1
1633,"['blunderbuss; firearms; flintlock; .80 in; smooth bore; muzzle load; sa', 'blunderbuss']",1
1634,"['rifle; firearms; flintlock; .67 in; rifled; breech load; sa', 'rifles (long guns)', 'rifle, flintlock']",1
1635,"['rifle; firearms; flintlock; .58 in; rifled; muzzle load; 00; sa; sporting', 'rifles (long guns)', 'rifle, flintlock']",1
1636,"['rifles (long guns)', 'rifle; firearms; flintlock; .62 in; rifled; muzzle load; sa', 'rifle, flintlock']",1
1637,"['pistol; flintlock; .41 in; smooth bore; 1a; ta', 'pistols']",1
1638,"['muskets', 'musket; firearms; flintlock; .70 in; smooth bore; muzzle load; sa']",1
1639,"['musket; firearms; percussion converted; .72 in; smooth bore; muzzle load; sa', 'musket, percussion converted', 'muskets']",1
1640,"['plate; photomechanical intaglio', 'photogravures (prints)', 'printing plates', 'plate', 'plate']",1
1641,['powder belt'],1
1642,"['musket; edged weapons; army; socket', 'muskets', 'musket, flintlock']",1
1643,"['etchings (prints)', 'print; etching', 'prints']",1
1644,"['casing; ammunition, artillery; center fire; 25 mm', 'casing']",1
1645,"['dress, 1 piece; entire body; main dress; female; mourning?', 'dress, 1 piece']",1
1646,"['dress, 1 piece; dress, 2 piece; entire body; main dress; female', 'dresses (garments)']",1
1647,"['print; relief', 'wallpapers', 'prints', 'drawings']",1
1648,"['waistcoat fragment', 'waistcoat fragment; waistcoat; upper body; main dress; male']",1
1649,"['petticoats (underskirts)', 'petticoat; lower body; underwear; female']",1
1650,"['aquatints', 'prints', 'print; aquatint']",1
1651,"['busk', 'busk; upper body; underwear; female']",1
1652,"['picture, mourning']",1
1653,"['relief processes', 'reliefs (sculpture)', 'books']",1
1654,"['insignias', 'insignia; army; sash; officer']",1
1655,"['epaulets, pair of', 'epaulets, pair of; insignia; army; holder, epaulet; officer', 'epaulettes, pair of']",1
1656,"['print; pen and ink', 'prints', 'drawings']",1
1657,"['prints', 'print; engraving']",1
1658,"['horn, priming', 'horn (animal material)', 'horn, priming; accoutrements', 'powder horns']",1
1659,"['flag; army; signal', 'flags']",1
1660,"['veil; headwear; accessories worn on the body; female; wedding', 'veils (headcloths)']",1
1661,"['patents', 'patent model, velocipede; tricycle; road', 'models', 'patent model, velocipede']",1
1662,"['carriage, 1810', 'carriage, 1810; road; coachee', 'shaft, coachee']",1
1663,"['coats (garments)', 'coat; coat, frock; upper body; main dress; male']",1
1664,"['stockings, pair of; footwear; accessories worn on the body; female', 'stockings']",1
1665,"['micrometer, bench', 'lathe, prototype model']",1
1666,"['shoes; footwear; accessories worn on the body; male', 'shoes (footwear)']",1
1667,"['neckcloth; neckwear; accessories worn on the body; male', 'neckcloth']",1
1668,"['machine tool, metalworking, lathe, pole', 'pole lathe']",1
1669,"['shirt fragments', 'shirt fragments; male']",1
1670,"['suit, coat; entire body; main dress; male', 'suit, coat']",1
1671,['precision screw cutting lathe'],1
1672,"['shoe; footwear; accessories worn on the body; infant', 'shoes (footwear)']",1
1673,"['shoe; footwear; accessories worn on the body; male', 'shoes (footwear)']",1
1674,"['buttons; accessories for the manufacturing of clothing', 'buttons']",1
1675,"['waistcoats (garments)', 'waistcoat; upper body; main dress; male; army; guard national; officer']",1
1676,"['wagon jack; road', 'wagon jack']",1
1677,"['mitts, pair of; handwear; accessories worn on the body; female', 'mitts, pair of']",1
1678,"['trousers; lower body; main dress; male', 'trousers']",1
1679,"['shoes; footwear; accessories worn on the body; girl', 'shoes (footwear)']",1
1680,"['dress, bodice; entire body; main dress; female', 'dress, bodice']",1
1681,"['chemise; entire body; underwear; female', 'chemise']",1
1682,"['swage block; hand tools', 'swage block']",1
1683,"['jacket; upper body; main dress; female; sport; riding', 'jackets (garments)']",1
1684,"['short gown; upper body; main dress; female; quaker?', 'short gown']",1
1685,"['rings (object genres)', 'ring; jewelry; accessories worn on the body; female; mourning']",1
1686,"['jackets (garments)', 'jacket; upper body; main dress; female?']",1
1687,"['dress, 1 piece; entire body; main dress; female; quaker?', 'dress, 1 piece']",1
1688,"['dress 1 piece', 'dress 1 piece; entire body; main dress; female']",1
