EDANurl,object_types_str,canonical_type_auto,action_family_auto,canonical_type_manual,action_family_manual
edanmdm:nmah_661236,['cabinets (case furniture)'],cabinets,"Contain, store & preserve",cabinets,Decorate & furnish
edanmdm:nmah_659512,"['chest, blanket']","chest, blankets","Contain, store & preserve","chest, blankets",Other
edanmdm:nmah_659208,['trunks (containers)'],trunks,"Contain, store & preserve",trunks,Other
edanmdm:nmah_649855,"['carpet, fragment', 'picture, woven']","carpet, fragments",Other,"carpet, fragments",Decorate & furnish
edanmdm:nmah_641703,"['housewife', 'needlework kit']",housewives,Other,needlework kit,Textile making
edanmdm:nmah_621063,['blankets (coverings)'],blankets,Other,blankets,Decorate & furnish
edanmdm:nmah_609430,['cases (containers)'],cases,"Contain, store & preserve",cases,Other
edanmdm:nmah_605600,['pochette'],pochettes,Other,pochettes,Perform music
edanmdm:nmah_605503,['viola'],violas,Other,violas,Perform music
edanmdm:nmah_599109,"['bowl, tea', 'saucers (plates)']",saucers,Other,saucers,"Eat, cook & drink"
edanmdm:nmah_599108,"['bowl, tea', 'saucers (plates)']",saucers,Other,saucers,"Eat, cook & drink"
edanmdm:nmah_599107,"['bowl, tea', 'saucers (plates)']",saucers,Other,saucers,"Eat, cook & drink"
edanmdm:nmah_596321,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_593824,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_583792,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_580925,['saucers (plates)'],saucers,Other,saucers,"Eat, cook & drink"
edanmdm:nmah_580225,['vases'],vases,Other,vases,"Eat, cook & drink"
edanmdm:nmah_579954,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_579918,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_579917,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_579340,"['caddy, tea']","caddy, teas","Contain, store & preserve","caddies, tea","Eat, cook & drink"
edanmdm:nmah_575254,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_575239,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_575208,"['stand, pickle', 'dish, sweetmeat']","stand, pickles",Other,"stand, pickles","Eat, cook & drink"
edanmdm:nmah_574344,"['jar, butter', 'butter jar', 'jars']",jars,"Contain, store & preserve",butter jars,"Eat, cook & drink"
edanmdm:nmah_574280,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_574242,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_574240,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_574239,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_574176,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_573618,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_573387,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_573301,['jars'],jars,"Contain, store & preserve",jars,Other
edanmdm:nmah_572405,"['caddy, tea']","caddy, teas","Contain, store & preserve","caddies, tea","Eat, cook & drink"
edanmdm:nmah_519730,"['invitation', 'invitation; manuscript, printed']",invitations,Other,invitations,"Read, write & record"
edanmdm:nmah_515675,['dispatch case'],dispatch cases,"Contain, store & preserve",dispatch cases,Other
edanmdm:nmah_514896,['sheet music'],sheet musics,Other,sheet music,Other
edanmdm:nmah_514677,['electoral ticket'],electoral tickets,Other,electoral tickets,Perform music
edanmdm:nmah_513750,"['fabric, printed']","fabric, printeds",Other,"fabric, printed",Other
edanmdm:nmah_496382,['rugs'],rugs,Other,rugs,Decorate & furnish
edanmdm:nmah_492668,['napkins'],napkins,Other,napkins,"Eat, cook & drink"
edanmdm:nmah_457499,"['cutlass; edged weapons; navy', 'cutlasses']",cutlasses,Other,cutlasses,Fight
edanmdm:nmah_444079,"['booklets', 'booklet; documents']",booklets,Other,booklets,"Read, write & record"
edanmdm:nmah_440859,"['cutlasses', 'cutlass; edged weapons; navy; enlisted man']",cutlasses,Other,cutlasses,Fight
edanmdm:nmah_433461,"['flag, fragment of', 'flag, fragment of; military; army; rgt, 9 virginia continental']","flag, fragment oves",,"flag, fragment of",Commemorate & symbolize
edanmdm:nmah_432861,['striker box'],striker boxes,"Contain, store & preserve",striker boxes,Other
edanmdm:nmah_395065,"['epaulets, pair of', 'epaulets, pair of; insignia; army; holder, epaulet; officer', 'epaulettes, pair of']","epaulets, pair oves",Other,"epaulets, pair of",Other
edanmdm:nmah_375809,"['busk', 'busk; upper body; underwear; female']",busks,Other,busks,Dress & accessorize
edanmdm:nmah_374390,"['calash', 'calash; headwear; accessories worn on the body; female']",calashes,Other,calashes,Dress & accessorize
edanmdm:nmah_373980,"['gaiters, pair of; footwear; accessories worn on the body; male', 'gaiters, pair of']","gaiters, pair of; footwear; accessories worn on the body; males",Other,"gaiters, pair of; footwear; accessories worn on the body; males",Dress & accessorize
edanmdm:nmah_373271,"['busk', 'busk; underwear; female']",busks,Other,busks,Dress & accessorize
edanmdm:nmah_372675,"['stays; upper body; underwear; girl', 'stays']",stays,Other,stays,Dress & accessorize
edanmdm:nmah_372018,"['muff; accessories carried; female', 'muffs']",muff; accessories carried; females,Other,muff; accessories carried; females,Dress & accessorize
edanmdm:nmah_371895,"['watch paper', 'watch paper; male', 'accessories for the care of clothing']",accessories for the care of clothings,Other,accessories for the care of clothings,Dress & accessorize
edanmdm:nmah_371894,"['accessories for the care of clothing', 'boxes (containers)']",boxes,"Contain, store & preserve",boxes,Other
edanmdm:nmah_371892,['snuffboxes'],snuffboxes,Other,snuffboxes,Smoke
edanmdm:nmah_371891,['snuffboxes'],snuffboxes,Other,snuffboxes,Smoke
edanmdm:nmah_371890,['snuffbox'],snuffboxes,Other,snuffboxes,Smoke
edanmdm:nmah_371889,['snuffbox'],snuffboxes,Other,snuffboxes,Smoke
edanmdm:nmah_371884,"['neckcloth?; neckwear; accessories worn on the body; female', 'neckcloth?']",neckcloth?; neckwear; accessories worn on the body; females,Other,neckcloth?; neckwear; accessories worn on the body; females,Dress & accessorize
edanmdm:nmah_371882,"['cuffs, pair of', 'cuffs, pair of; armwear; accessories worn on the body; female']","cuffs, pair oves",Other,"cuffs, pair of",Dress & accessorize
edanmdm:nmah_371676,"['stays; upper body; underwear; female', 'stays']",stays,Other,stays,Dress & accessorize
edanmdm:nmah_371675,"['stays; upper body; underwear; female', 'stays']",stays,Other,stays,Dress & accessorize
edanmdm:nmah_370177,"['undersleeves, pair of', 'undersleeves, pair of; armwear; accessories worn on the body; female']","undersleeves, pair oves",Other,"undersleeves, pair of",Dress & accessorize
